title,genres,releaseYear,imdbAverageRating,imdbNumVotes
My Boss's Daughter,"Comedy, Romance",2003,4.7,31246
Identity,"Mystery, Thriller",2003,7.3,281047
A Very Long Engagement,"Drama, Mystery, Romance",2004,7.6,77034
As Good as It Gets,"Comedy, Drama, Romance",1997,7.7,329394
Asterix & Obelix: Mission Cleopatra,"Adventure, Comedy, Family",2002,6.7,60800
The Addams Family,"Comedy, Fantasy",1991,7,191878
License to Wed,"Comedy, Romance",2007,5.3,41367
Hairspray,"Comedy, Drama, Musical",2007,6.7,142858
One on Top of the Other,"Drama, Horror, Mystery",1969,6.6,2883
The Man Between,"Crime, Drama, Film-Noir",1953,7,2750
1408,"Fantasy, Horror, Mystery",2007,6.8,305418
Experiment in Evil,"Drama, Horror, Sci-Fi",1959,6.5,1360
Frankenstein,"Drama, Horror, Romance",1994,6.3,61146
Ace Ventura: Pet Detective,Comedy,1994,6.9,340931
Frankenstein 90,"Comedy, Drama, Horror",1984,4.5,434
Alvin and the Chipmunks Meet Frankenstein,"Animation, Comedy, Family",1999,6,1858
Gangs of New York,"Crime, Drama",2002,7.5,489795
The Horror of Frankenstein,"Comedy, Horror, Sci-Fi",1970,5.8,3125
Battle Royale,"Adventure, Drama, Thriller",2000,7.5,201492
The Sensuous Assassin,"Mystery, Thriller",1970,5.6,573
The Hero,"Drama, Sport",1970,5.1,216
The Things of Life,"Drama, Romance",1970,7.4,5944
Cesar & Rosalie,"Drama, Romance",1972,7.3,4082
Max and the Junkmen,"Crime, Drama, Romance",1971,7.3,3313
That Most Important Thing: Love,"Drama, Romance",1975,7,4991
88 Minutes,"Crime, Drama, Mystery",2007,5.9,79543
Under Siege 2: Dark Territory,"Action, Adventure, Thriller",1995,5.6,51937
U-571,"Action, War",2000,6.6,90046
Bagdad Cafe,"Comedy, Drama",1987,7.4,16068
After the Wedding,Drama,2006,7.7,38466
"Girl, Interrupted","Biography, Drama",1999,7.3,225260
I Now Pronounce You Chuck & Larry,"Comedy, Romance",2007,5.9,157893
The Number 23,"Crime, Mystery, Thriller",2007,6.4,217892
Ransom,"Action, Crime, Drama",1996,6.7,140161
I Know What You Did Last Summer,"Horror, Mystery",1997,5.8,167421
I'll Always Know What You Did Last Summer,"Horror, Mystery, Thriller",2006,3.3,14322
Girl with a Pearl Earring,"Biography, Drama, Romance",2003,6.9,84324
Flags of Our Fathers,"Action, Adventure, Drama",2006,7.1,132243
Objective 500 Million,"Crime, Drama, Thriller",1966,6.1,287
Dark Blue Almost Black,"Comedy, Drama, Romance",2006,7.1,8778
Brothers,"Drama, War",2004,7.5,12193
Corpse Bride,"Animation, Comedy, Drama",2005,7.4,314675
Ménage,"Comedy, Crime, Drama",1986,6.8,3842
What Women Want,"Comedy, Fantasy, Romance",2000,6.5,231668
Beetlejuice,"Comedy, Fantasy",1988,7.5,404598
My Girl,"Comedy, Drama, Family",1991,6.9,93730
Law of Desire,"Comedy, Drama, Thriller",1987,7.1,14865
The Down-in-the-Hole Gang,"Adventure, Comedy, Fantasy",1974,6.2,568
The Transporter,"Action, Crime, Thriller",2002,6.8,331274
Blow,"Biography, Crime, Drama",2001,7.5,282403
Vengeance of the Three Musketeers,"Adventure, Romance",1961,6.5,505
Tell Her That I Love Her,"Drama, Mystery, Romance",1977,6.5,746
Life Upside Down,Drama,1964,7.3,376
Bluebeard,"Biography, Crime, Drama",1963,6.4,1296
Women on the Verge of a Nervous Breakdown,"Comedy, Drama",1988,7.5,48961
I Married a Shadow,"Drama, Romance, Thriller",1983,6.4,597
Scream,"Horror, Mystery",1996,7.4,419343
Scream 2,"Horror, Mystery",1997,6.3,223603
Scream 3,"Horror, Mystery",2000,5.7,174531
Scary Movie,Comedy,2000,6.3,304610
Scary Movie 2,"Comedy, Horror",2001,5.4,183799
Chalte Chalte,"Drama, Romance",2003,6.5,17300
Kal Ho Naa Ho,"Comedy, Drama, Musical",2003,7.9,78685
Scary Movie 3,Comedy,2003,5.6,165032
Scary Movie V,Comedy,2013,3.6,80522
The Other One's Mug,Comedy,1979,6,362
La garce,"Crime, Drama, Thriller",1984,5.4,285
Life Is a Long Quiet River,Comedy,1988,6.8,4945
The Flower of My Secret,"Comedy, Drama",1995,7,13404
Charlie's Angels,"Action, Adventure, Comedy",2000,5.6,202611
Atonement,"Drama, Mystery, Romance",2007,7.8,315712
Pride & Prejudice,"Drama, Romance",2005,7.8,356306
The Kingdom,"Action, Drama, Thriller",2007,7,135245
The Lady Banker,"Comedy, Drama",1980,6.2,890
Monster-in-Law,"Comedy, Romance",2005,5.6,67544
Shall We Dance?,"Comedy, Drama, Music",2004,6.2,51279
The Brave One,"Crime, Drama, Thriller",2007,6.7,65006
Les Misérables,"Crime, Drama, Romance",1998,7.4,44624
Asoka,"Action, Biography, Drama",2001,6.4,15836
Legends of the Fall,"Drama, Romance, War",1994,7.5,192175
The Devil's Own,"Action, Crime, Drama",1997,6.2,74868
Indecent Proposal,"Drama, Romance",1993,6,82748
Diva,"Crime, Drama, Music",1981,7.1,14812
The Spirit of the Beehive,"Drama, Fantasy",1973,7.7,21876
30 Days of Night,"Horror, Thriller",2007,6.6,195983
Conversations with My Gardener,"Comedy, Drama",2007,7.1,3892
Panic Room,"Crime, Drama, Thriller",2002,6.8,307615
Lady Vengeance,"Crime, Drama, Thriller",2005,7.5,89590
A Tale of Two Sisters,"Drama, Horror, Mystery",2003,7.1,71593
The Machinist,"Drama, Thriller",2004,7.6,430581
Sex and the City,"Comedy, Drama, Romance",2008,5.7,130804
Je t'aime moi non plus,Drama,1976,5.9,2485
Sense and Sensibility,"Drama, Romance",1995,7.7,132027
"Lust, Caution","Drama, History, Romance",2007,7.5,47131
The Sum of All Fears,"Action, Drama, Thriller",2002,6.5,128876
Best Seller,"Action, Crime, Drama",1987,6.4,6760
Sympathy for Mr. Vengeance,"Crime, Drama, Thriller",2002,7.5,78350
Du bist nicht allein,"Comedy, Drama, Romance",2007,6.4,338
Runaway Bride,"Comedy, Romance",1999,5.6,107920
Ghost Dog: The Way of the Samurai,"Crime, Drama",1999,7.5,101050
Layer Cake,"Crime, Drama, Thriller",2004,7.2,202894
"Farewell, Friend","Action, Crime, Drama",1968,6.7,4562
The Invasion,"Sci-Fi, Thriller",2007,5.9,85928
Confessions of a Dangerous Mind,"Biography, Comedy, Crime",2002,7,94090
The Curious Case of Benjamin Button,"Drama, Fantasy, Romance",2008,7.8,723765
Howl's Moving Castle,"Adventure, Animation, Family",2004,8.2,486093
Burn After Reading,"Comedy, Crime, Drama",2008,7,365274
Une femme à sa fenêtre,Drama,1976,6.1,691
The International,"Action, Crime, Drama",2009,6.5,102725
Gothika,"Horror, Mystery, Thriller",2003,5.8,122293
The Green Butchers,"Comedy, Drama",2003,7.2,26130
Five Times Two,"Drama, Romance",2004,6.6,10649
Paprika,"Animation, Drama, Fantasy",2006,7.7,105314
American Gangster,"Biography, Crime, Drama",2007,7.8,472903
Forbidden Games,"Drama, War",1952,8,13771
Carry on Screaming!,"Comedy, Horror",1966,6.7,6132
The Sugarland Express,"Crime, Drama",1974,6.7,20852
Rendition,"Drama, Thriller",2007,6.8,59181
Rush Hour 3,"Action, Comedy, Crime",2007,6.2,192235
Rush Hour 2,"Action, Comedy, Crime",2001,6.7,250826
3:10 to Yuma,"Action, Crime, Drama",2007,7.6,343651
Pumping Iron,"Documentary, Sport",1977,7.3,26078
The Boss of It All,Comedy,2006,6.6,13131
Ardor,"Drama, Romance",2002,5.6,454
The Polar Express,"Adventure, Animation, Family",2004,6.6,257972
The Band's Visit,"Comedy, Drama, Music",2007,7.5,14446
Chaos,"Action, Crime, Drama",2005,6.4,59541
Nobody Is Perfect,"Comedy, Drama",2006,5.8,550
Idiot Love,Comedy,2004,5.2,550
"I'm a Cyborg, But That's OK","Comedy, Drama, Romance",2006,6.9,26545
Battlefield Earth,"Action, Adventure, Sci-Fi",2000,2.5,84743
The Fugitive,"Action, Crime, Drama",1993,7.8,334548
Le Samouraï,"Crime, Drama, Thriller",1967,8,62779
Finder's Fee,"Drama, Thriller",2001,6.2,3528
The Phantom of Liberty,Comedy,1974,7.7,18058
Bee Movie,"Adventure, Animation, Comedy",2007,6.1,189551
Shock Treatment,"Crime, Drama, Horror",1973,6.1,1987
Six-Pack,Thriller,2000,5.4,939
The Blue Lagoon,"Adventure, Drama, Romance",1980,5.8,80718
Control,"Biography, Drama, Music",2007,7.6,70341
The Sentinel,"Action, Crime, Thriller",2006,6.1,56458
National Lampoon's Christmas Vacation,Comedy,1989,7.5,235145
Family Plot,"Comedy, Crime, Drama",1976,6.8,25976
I Know Who Killed Me,"Horror, Mystery, Thriller",2007,3.6,31550
The Mist,"Horror, Sci-Fi, Thriller",2007,7.1,359769
In the Realm of the Senses,"Drama, Romance",1976,6.6,24166
The Secret,"Crime, Drama, Mystery",1974,6.7,988
The Pledge,"Crime, Drama, Mystery",2001,6.7,73551
Only Human,"Comedy, Romance",2004,6.8,1818
Fanny and Alexander,Drama,1982,8.1,69627
The Umbrellas of Cherbourg,"Drama, Musical, Romance",1964,7.8,33394
The Family Man,"Comedy, Drama, Fantasy",2000,6.8,126344
Miffo,"Comedy, Drama, Romance",2003,5.8,2246
Elling,"Comedy, Drama",2001,7.4,16336
P.S. I Love You,"Comedy, Drama, Romance",2007,7,222575
Empties,"Comedy, Drama",2007,7.2,5151
Dracula,"Fantasy, Horror, Romance",1992,7.4,256831
Fracture,"Crime, Drama, Thriller",2007,7.2,227772
The Burned Barns,"Crime, Drama, Mystery",1973,6.6,1419
Junior,"Comedy, Romance, Sci-Fi",1994,4.7,75460
Brotherhood of the Wolf,"Action, Adventure, Drama",2001,7,74592
Blue Thunder,"Action, Crime, Drama",1983,6.4,24450
Who Finds a Friend Finds a Treasure,"Action, Adventure, Comedy",1981,7.1,13605
Three Kings,"Action, Adventure, Comedy",1999,7.1,184639
Practical Magic,"Comedy, Drama, Fantasy",1998,6.3,100553
Freddy vs. Jason,"Action, Horror",2003,5.7,132165
The Jerk,Comedy,1979,7.1,66672
Alvin and the Chipmunks,"Adventure, Comedy, Family",2007,5.3,100261
I Am Legend,"Drama, Horror, Sci-Fi",2007,7.2,852284
The Dukes of Hazzard,Comedy,2005,5.1,83459
First Knight,"Action, Adventure, Drama",1995,6,81089
Life,"Comedy, Crime, Drama",1999,6.8,58453
The Orphanage,"Drama, Horror, Mystery",2007,7.4,167672
Charlie Wilson's War,"Biography, Comedy, Drama",2007,7,128311
Schtonk,"Comedy, Crime",1992,7.1,4288
The Peacemaker,"Action, Drama, Thriller",1997,6,64979
To Take a Wife,Drama,2004,7.1,671
The Rookie,"Action, Crime, Drama",1990,5.9,30471
Zathura: A Space Adventure,"Action, Adventure, Comedy",2005,6.3,121378
Failure to Launch,"Comedy, Romance",2006,5.7,91623
"Watch Out, We're Mad","Action, Comedy",1974,7.3,14822
Outbreak,"Action, Drama, Thriller",1995,6.6,142716
Something's Gotta Give,"Comedy, Drama, Romance",2003,6.7,133490
The White Massai,"Drama, Romance",2005,6.4,4222
No Country for Old Men,"Crime, Drama, Thriller",2007,8.2,1127476
Wild Chicks,"Adventure, Family",2005,6,1005
Van Helsing,"Action, Adventure, Fantasy",2004,6.1,298289
Perfect Stranger,"Crime, Mystery, Thriller",2007,5.7,53083
The Punisher,"Action, Crime, Drama",2004,6.4,176521
Airport '77,"Action, Drama, Thriller",1977,5.8,13200
Matchstick Men,"Comedy, Crime, Drama",2003,7.3,142448
36th Precinct,"Action, Crime, Drama",2004,7.1,18924
The Man Without a Past,"Comedy, Drama, Romance",2002,7.6,27903
Maid in Manhattan,"Comedy, Drama, Romance",2002,5.4,99796
Alive,"Biography, Drama, Thriller",1993,7.1,67239
There Will Be Blood,Drama,2007,8.2,673797
Elite Squad,"Action, Crime, Drama",2007,8,115380
The Bucket List,"Adventure, Comedy, Drama",2007,7.3,266614
Sahara,"Action, Adventure, Comedy",2005,6.1,106797
Chicken Run,"Adventure, Animation, Comedy",2000,7.1,219638
Brothers,"Drama, Thriller, War",2009,7.1,161668
xXx,"Action, Adventure, Drama",2002,5.8,190490
Speed Racer,"Action, Adventure, Comedy",2008,6.1,81066
Open Season,"Adventure, Animation, Comedy",2006,6.1,110466
Shooter,"Action, Drama, Thriller",2007,7.1,367650
Knockaround Guys,"Crime, Drama, Thriller",2001,6.1,25387
Like Stars on Earth,"Drama, Family",2007,8.3,219159
Water,Drama,2005,7.6,15597
Over the Hedge,"Adventure, Animation, Comedy",2006,6.7,197015
Fearless,"Action, Biography, Drama",2006,7.6,80169
Fun with Dick and Jane,"Comedy, Crime",2005,6.2,158936
Rambo,"Action, Thriller",2008,7,251641
The Wave,"Drama, Thriller",2008,7.6,118832
Resident Evil: Extinction,"Action, Horror, Sci-Fi",2007,6.2,211281
Wedding Daze,"Comedy, Romance",2006,5.6,18488
"10,000 BC","Action, Adventure, Drama",2008,5.1,137801
Rang De Basanti,"Comedy, Crime, Drama",2006,8.1,124603
Before the Devil Knows You're Dead,"Crime, Drama, Thriller",2007,7.3,117398
The Match Factory Girl,"Comedy, Crime, Drama",1990,7.5,12932
I Hired a Contract Killer,"Comedy, Crime, Drama",1990,7.2,8413
The Kite Runner,Drama,2007,7.6,84010
The Lovely Bones,"Drama, Fantasy, Thriller",2009,6.6,186440
Penelope,"Comedy, Fantasy, Romance",2006,6.7,68195
Robin Hood: Men in Tights,"Adventure, Comedy, Musical",1993,6.7,141935
Germany Year Zero,Drama,1948,7.8,14611
Gigli,"Comedy, Crime, Romance",2003,2.7,51566
Punch-Drunk Love,"Comedy, Drama, Romance",2002,7.3,186392
The Reader,"Drama, Mystery, Romance",2008,7.6,269194
21,"Crime, Drama, Thriller",2008,6.8,274838
Om Shanti Om,"Action, Comedy, Drama",2007,6.8,52722
Broken Embraces,"Drama, Romance, Thriller",2009,7.2,43592
Untraceable,"Crime, Mystery, Thriller",2008,6.2,54095
Napoleon Dynamite,Comedy,2004,7,248066
Midnight in the Garden of Good and Evil,"Crime, Drama, Mystery",1997,6.6,42744
Æon Flux,"Action, Adventure, Sci-Fi",2005,5.4,135194
Drifting Clouds,"Comedy, Drama",1996,7.6,10048
Dark Habits,"Comedy, Drama",1983,6.5,8866
What Have I Done to Deserve This?,"Comedy, Drama",1984,7.1,11734
High Heels,"Comedy, Drama, Romance",1991,7,18266
Kika,Comedy,1993,6.5,15645
8MM,"Crime, Drama, Mystery",1999,6.6,147918
Welcome to the Sticks,"Comedy, Romance",2008,7.1,46445
Disturbia,"Crime, Drama, Mystery",2007,6.8,265877
American Wedding,Comedy,2003,6.3,223923
American Pie Presents: Band Camp,Comedy,2005,5,78025
Paris,"Comedy, Drama, Romance",2008,6.8,13057
Four Brothers,"Action, Crime, Drama",2005,6.8,164347
Howards End,"Drama, Romance",1992,7.4,37537
Step Up 2: The Streets,"Drama, Music, Romance",2008,6.2,93103
REC,"Horror, Mystery, Thriller",2007,7.4,208005
My Big Fat Greek Wedding,"Comedy, Drama, Romance",2002,6.6,148689
An Affair to Remember,"Drama, Romance",1957,7.4,34768
Cast Away,"Adventure, Drama, Romance",2000,7.8,667980
Superbad,Comedy,2007,7.6,666319
Robin Hood: Prince of Thieves,"Action, Adventure, Drama",1991,6.9,216341
Transformers: Revenge of the Fallen,"Action, Adventure, Sci-Fi",2009,6,442847
"Definitely, Maybe","Comedy, Drama, Romance",2008,7.1,178854
My Neighbor Totoro,"Animation, Comedy, Family",1988,8.1,409980
A Man Apart,"Action, Crime, Drama",2003,6,50474
Love Me If You Dare,"Comedy, Drama, Romance",2003,7.5,73545
Swallowtail Butterfly,"Crime, Drama",1996,7.5,4698
I Spy,"Action, Adventure, Comedy",2002,5.4,54555
Paisan,"Drama, War",1946,7.6,10164
Carandiru,"Crime, Drama",2003,7.6,23586
Lower City,Drama,2005,6.5,4650
The 6th Day,"Action, Mystery, Sci-Fi",2000,5.9,131156
Never Back Down,"Action, Drama, Sport",2008,6.5,109242
Dumb and Dumber,Comedy,1994,7.3,430167
John Q,"Crime, Drama, Thriller",2002,7.1,149485
Hitch,"Comedy, Romance",2005,6.6,343200
Ali,"Biography, Drama, Sport",2001,6.7,108366
Prom Night,Horror,2008,4,39093
The Exorcism of Emily Rose,"Drama, Horror, Thriller",2005,6.7,145326
Rivals,"Action, Crime, Drama",2008,6.2,1011
The Isle,"Drama, Thriller",2000,6.9,15321
Deep Impact,"Action, Drama, Sci-Fi",1998,6.3,198742
K-19: The Widowmaker,"Drama, History, Thriller",2002,6.7,69973
Taken,"Action, Crime, Thriller",2008,7.7,656796
Cannibals in the Streets,"Drama, Fantasy, Horror",1980,5.5,4635
Anchorman: The Legend of Ron Burgundy,Comedy,2004,7.1,391350
The Black Balloon,"Drama, Romance",2008,7.2,9359
Eagle vs Shark,"Comedy, Romance",2007,6.7,27073
Hamlet Goes Business,"Comedy, Drama, Romance",1987,6.8,2560
Top Secret!,"Comedy, Crime, Music",1984,7.2,78691
Christine,"Horror, Thriller",1983,6.8,97753
Baby Mama,"Comedy, Romance",2008,6,48564
The Road Warrior,"Action, Adventure, Sci-Fi",1981,7.6,208274
My Life as a Dog,"Comedy, Drama",1985,7.6,23339
Timecop,"Action, Crime, Sci-Fi",1994,5.9,67208
Il Divo,"Biography, Drama",2008,7.2,19827
Double Trouble,"Action, Comedy",1984,7.1,12241
Conspiracy Theory,"Action, Drama, Mystery",1997,6.7,110976
Casper,"Comedy, Family, Fantasy",1995,6.2,153084
Jumanji,"Adventure, Comedy, Family",1995,7.1,397617
The Bank Job,"Crime, Thriller",2008,7.2,193963
The Karate Kid Part II,"Action, Family, Sport",1986,6.1,105320
My Best Friend's Wedding,"Comedy, Drama, Romance",1997,6.4,161848
Pale Rider,"Drama, Western",1985,7.3,68208
Gomorrah,"Crime, Drama",2008,7,52397
Lion's Den,"Crime, Drama",2008,7,3428
Wanted,"Action, Crime, Thriller",2008,6.7,420574
Deep Blue Sea,"Action, Adventure, Sci-Fi",1999,5.9,147837
Antz,"Adventure, Animation, Comedy",1998,6.5,167918
I Love You Phillip Morris,"Biography, Comedy, Crime",2009,6.6,101873
Hancock,"Action, Comedy, Drama",2008,6.4,528431
Bad Boys II,"Action, Comedy, Crime",2003,6.6,281722
Twilight,"Drama, Fantasy, Romance",2008,5.3,508921
The Protector,"Action, Crime, Drama",2005,7,39917
Friends with Money,"Comedy, Drama, Romance",2006,5.8,32860
Just Like Heaven,"Comedy, Drama, Fantasy",2005,6.7,122354
Midnight Run,"Action, Comedy, Crime",1988,7.5,99595
Spirit: Stallion of the Cimarron,"Adventure, Animation, Drama",2002,7.2,90876
The Eye,"Horror, Mystery",2008,5.4,57959
Big Daddy,"Comedy, Drama",1999,6.4,243771
The Heartbreak Kid,"Comedy, Romance",2007,5.9,99352
The Cave,"Adventure, Horror, Sci-Fi",2005,5.2,42945
Police Story,"Action, Comedy, Crime",1985,7.5,45057
Only You,"Comedy, Romance",1994,6.5,27717
Just Cause,"Action, Crime, Drama",1995,6.4,31484
Little Man,"Comedy, Crime",2006,4.5,63204
Black Book,"Drama, Thriller, War",2006,7.7,82418
Spies Like Us,"Adventure, Comedy",1985,6.4,54622
Young Guns II,"Action, Drama, Western",1990,6.5,40606
The Craft,"Drama, Fantasy, Horror",1996,6.5,114988
Kopps,"Action, Comedy",2003,6.7,23646
S.W.A.T.,"Action, Adventure, Crime",2003,6.1,157470
Bibi Blocksberg,"Comedy, Family, Fantasy",2002,5.3,1089
Now and Then,"Comedy, Drama, Romance",1995,6.8,33907
Eraser,"Action, Crime, Thriller",1996,6.2,121550
Ace Ventura: When Nature Calls,"Adventure, Comedy, Crime",1995,6.4,242517
The Faculty,"Horror, Mystery, Sci-Fi",1998,6.6,142226
Final Destination 3,"Horror, Thriller",2006,5.9,171927
The Longest Yard,"Comedy, Crime, Sport",2005,6.4,203821
Hudson Hawk,"Action, Adventure, Comedy",1991,5.7,62474
Monster House,"Animation, Comedy, Family",2006,6.7,147697
Ali G Indahouse,Comedy,2002,6.2,98106
Thesis,"Crime, Horror, Mystery",1996,7.4,44653
Smilla's Sense of Snow,"Crime, Drama, Mystery",1997,6.3,15622
Mortal Kombat,"Action, Adventure, Fantasy",1995,5.8,128279
Ong-Bak: The Thai Warrior,"Action, Crime, Thriller",2003,7.1,80075
Ghost in the Shell,"Action, Animation, Crime",1995,7.9,166022
The Nutty Professor,"Comedy, Romance, Sci-Fi",1996,5.7,127951
Clear and Present Danger,"Action, Crime, Drama",1994,6.9,112815
Last Man Standing,"Action, Crime, Drama",1996,6.4,62527
The Scorpion King,"Action, Adventure, Fantasy",2002,5.5,149216
Transporter 2,"Action, Thriller",2005,6.3,221826
Police Academy,Comedy,1984,6.7,144339
Click,"Comedy, Drama, Fantasy",2006,6.4,372813
The Goonies,"Adventure, Comedy, Family",1985,7.7,314390
The Core,"Action, Adventure, Sci-Fi",2003,5.5,111852
The Mask of Zorro,"Action, Adventure, Comedy",1998,6.8,204728
Nacho Libre,"Comedy, Family, Sport",2006,5.9,98743
Look Who's Talking Too,"Comedy, Family, Romance",1990,4.7,50072
Final Destination 2,"Horror, Thriller",2003,6.2,203325
Anaconda,"Action, Adventure, Horror",1997,4.9,116798
The Last of the Mohicans,"Action, Adventure, Drama",1992,7.6,198296
Donnie Brasco,"Biography, Crime, Drama",1997,7.7,345506
Ferris Bueller's Day Off,Comedy,1986,7.8,403748
Boys on the Side,"Comedy, Drama",1995,6.5,14965
Starsky & Hutch,"Comedy, Crime",2004,6.1,158565
The Twelve Tasks of Asterix,"Adventure, Animation, Comedy",1976,7.7,20396
In the Line of Fire,"Action, Crime, Drama",1993,7.2,119002
Jerry Maguire,"Comedy, Drama, Romance",1996,7.3,299908
The Descent,"Adventure, Horror, Thriller",2005,7.2,261266
They Call Me Trinity,"Comedy, Western",1970,7.4,26727
Evolution,"Comedy, Sci-Fi",2001,6.1,139814
Zoolander,Comedy,2001,6.5,306673
Surf's Up,"Adventure, Animation, Comedy",2007,6.7,97282
Murder at 1600,"Action, Crime, Drama",1997,6.1,33959
Money Talks,"Action, Comedy, Crime",1997,6.2,32294
